	word	n_samples	wordnet_polysemy	bert_polysemy	surprisal	s_samples	in_vocab	unigram
0	אבא	507	0	258.90854721228965	1.3734592994201114	507	1.0	14.772137819827568
1	אביב	9513	0	390.10429450964443	0.000775615975434838	9513	1.0	10.55304435958971
2	אברהם	2376	0	313.81833418596517	0.0044985954606135145	2376	1.0	12.521857766048768
3	אבל	3281	0	380.5207599388529	0.08338556511422057	3281	1.0	12.098178278655475
4	אבן	1822	0	354.0807486384843	0.004539236784347426	1822	1.0	12.93005551984715
5	אביו	3059	0	362.0311907947905	0.008585717766581144	3059	1.0	12.200282307747889
6	אבו	703	0	196.4322601979572	1.7010789062048852	703	1.0	14.293517114811525
7	אבירים	142	0	81.79110882024949	8.744639729110288	142	1.0	16.613440073808512
8	אבי	1025	0	263.37068488540444	1.11393894659855	1025	1.0	13.678766321686455
9	אביה	1076	0	282.643320625872	0.15635899948715312	1076	1.0	13.703880291424008
10	אביגדור	201	0	26.9955285425797	5.109103666609199	201	1.0	16.082925357109733
11	אבנים	333	0	191.35030629066867	1.8500310372751396	333	1.0	15.39534778990569
12	אבדו	110	0	294.4013537579263	10.947920768911189	110	1.0	16.97601015319322
13	אבחון	125	0	73.57714248224694	7.739518753051758	125	1.0	16.806085151750906
14	אבשלום	124	0	-22.77840249247541	6.272482637436159	124	1.0	16.806085151750906
15	אב	673	0	385.33390093700723	3.7031982624114534	673	1.0	14.37822361211448
16	אבישי	114	0	-28.87106346604741	5.515970697528438	114	1.0	16.852627737687936
17	אביר	214	0	306.6189699562879	1.6268957275592626	214	1.0	16.021813842806342
18	אבק	128	0	90.26473692061775	1.579913446563296	128	1.0	16.73897095589237
19	אבנר	247	0	23.583668552857276	1.741282677843503	247	1.0	15.800371500556514
20	אבות	406	0	217.61641404480127	0.5016558906073473	406	1.0	15.114480090984577
21	אבני	353	0	217.39222071450564	1.111935580903849	353	1.0	15.291511978921148
22	אבירי	170	0	114.91392153774332	9.370658606641433	170	1.0	16.365512560364927
23	אביהם	139	0	227.82192926869547	7.927554854386145	139	1.0	16.654082058305857
24	אביטל	131	0	-13.444016407237777	5.094368941911304	131	1.0	16.623493738472437
25	אבטחה	142	0	88.85738713614064	5.8383248053805925	142	1.0	16.60345598523589
26	אבטחת	139	0	52.62406038478027	7.180002639619566	139	1.0	16.654082058305857
27	אבדות	257	0	228.12587330810092	0.5783614769237341	257	1.0	15.772137819827568
28	אגודות	124	0	247.1071443890708	12.204745807955343	124	1.0	16.81758079058874
29	אגף	475	0	176.8633065168328	2.528841071889589	475	1.0	14.882498267270075
30	אגד	151	0	169.15068338882148	2.5532592870541757	151	1.0	16.497962856388575
31	אגודת	898	0	262.20284841495834	3.560499342004945	898	1.0	13.958406334722302
32	אגדות	217	0	204.41225189147667	8.97607521197763	217	1.0	16.00857801564965
33	אגם	548	0	182.4136794946093	0.6677767439038695	548	1.0	14.64381372285203
34	אגן	212	0	171.3300301042093	2.1297521073863193	212	1.0	16.048655455024985
35	אגדה	163	0	200.22049613193704	1.5895969400559467	163	1.0	16.39966078277677
36	אדוארד	914	0	187.2207628590172	0.048464362277900165	914	1.0	13.882498267270075
37	אדום	1091	0	307.8359502445268	0.6225410620841999	1091	1.0	13.663127197908864
38	אדם	5632	0	373.5878186597575	0.004345131756654988	5632	1.0	11.298793894335018
39	אדלר	211	0	48.011783812672704	6.392300541367011	211	1.0	15.988949208900717
40	אדריכלות	297	0	74.06814565473005	7.414702375328501	297	1.0	15.554546384754943
41	אדמה	672	0	240.74173985125591	0.5049456038813376	672	1.0	14.380353051675826
42	אדגר	125	0	-30.542545683584915	6.9302545833587645	125	1.0	16.760997262222368
43	אדומים	247	0	175.48315645949077	3.3869887682107778	247	1.0	15.794680388478659
44	אדריכל	212	0	64.66121539771078	3.900241586678433	212	1.0	16.048655455024985
45	אדמת	198	0	76.99987090407653	3.4706859494550057	198	1.0	16.146740454707174
46	אדמות	412	0	177.80320694011863	1.1678331462548848	412	1.0	15.09336710383138
47	אדריכלים	157	0	-79.06477077273935	7.74707625929717	157	1.0	16.47958432707372
48	אדולף	383	0	234.3081797156059	1.336719905417753	383	1.0	15.168655231135615
49	אדמירל	258	0	96.89233011448908	4.606300368096477	258	1.0	15.69060793433097
50	אדר	164	0	226.2068213345662	4.015271167287875	164	1.0	16.332153963418495
51	אדי	323	0	153.38382247249496	3.3130977522847083	323	1.0	15.287510048363654
52	אדינבורו	118	0	-11.344073209365114	4.140956117692641	118	1.0	16.852627737687936
53	אד	217	0	163.9609108057944	3.8640428028897755	217	1.0	15.882498267270075
54	אדיר	130	0	219.34237587904855	3.5002702314120073	130	1.0	16.71727588479305
